filename,site,day,month,year,hour,date,val<Agelaius tricolor/Alternative Song 2>,val<Agelaius tricolor/Alternative Song>,val<Agelaius tricolor/Common Song>,val<Agelaius tricolor/Courtship Song>
CRam-2019-04-08_08-00.flac,2019 Creed Rd AM,08,04,19,08:00:00,2019/04/08,0,0,1,1
CRam-2019-04-08_07-00.flac,2019 Creed Rd AM,08,04,19,07:00:00,2019/04/08,1,0,5,1
CRam-2019-04-07_19-00.flac,2019 Creed Rd AM,07,04,19,19:00:00,2019/04/07,0,0,5,0
CRam-2019-04-07_18-00.flac,2019 Creed Rd AM,07,04,19,18:00:00,2019/04/07,0,0,4,0
CRam-2019-04-07_17-00.flac,2019 Creed Rd AM,07,04,19,17:00:00,2019/04/07,0,0,2,0
CRam-2019-04-07_16-00.flac,2019 Creed Rd AM,07,04,19,16:00:00,2019/04/07,0,0,2,0
CRam-2019-04-07_15-00.flac,2019 Creed Rd AM,07,04,19,15:00:00,2019/04/07,0,0,0,0
CRam-2019-04-07_14-00.flac,2019 Creed Rd AM,07,04,19,14:00:00,2019/04/07,0,0,0,0
CRam-2019-04-07_13-00.flac,2019 Creed Rd AM,07,04,19,13:00:00,2019/04/07,1,0,0,0
CRam-2019-04-07_12-00.flac,2019 Creed Rd AM,07,04,19,12:00:00,2019/04/07,1,0,1,0
CRam-2019-04-07_11-00.flac,2019 Creed Rd AM,07,04,19,11:00:00,2019/04/07,0,0,1,0
CRam-2019-04-07_10-00.flac,2019 Creed Rd AM,07,04,19,10:00:00,2019/04/07,0,0,0,0
CRam-2019-04-07_09-00.flac,2019 Creed Rd AM,07,04,19,09:00:00,2019/04/07,1,0,1,0
CRam-2019-04-07_08-00.flac,2019 Creed Rd AM,07,04,19,08:00:00,2019/04/07,0,0,8,0
CRam-2019-04-07_07-00.flac,2019 Creed Rd AM,07,04,19,07:00:00,2019/04/07,0,0,5,0
CRam-2019-04-06_19-00.flac,2019 Creed Rd AM,06,04,19,19:00:00,2019/04/06,0,0,5,0
CRam-2019-04-06_18-00.flac,2019 Creed Rd AM,06,04,19,18:00:00,2019/04/06,0,0,2,0
CRam-2019-04-06_17-00.flac,2019 Creed Rd AM,06,04,19,17:00:00,2019/04/06,0,0,3,0
CRam-2019-04-06_16-00.flac,2019 Creed Rd AM,06,04,19,16:00:00,2019/04/06,0,0,1,0
CRam-2019-04-06_15-00.flac,2019 Creed Rd AM,06,04,19,15:00:00,2019/04/06,0,0,4,0
CRam-2019-04-06_14-00.flac,2019 Creed Rd AM,06,04,19,14:00:00,2019/04/06,0,0,1,0
CRam-2019-04-06_13-00.flac,2019 Creed Rd AM,06,04,19,13:00:00,2019/04/06,0,0,1,0
CRam-2019-04-06_12-00.flac,2019 Creed Rd AM,06,04,19,12:00:00,2019/04/06,0,0,2,0
CRam-2019-04-06_11-00.flac,2019 Creed Rd AM,06,04,19,11:00:00,2019/04/06,0,0,1,1
CRam-2019-04-06_10-00.flac,2019 Creed Rd AM,06,04,19,10:00:00,2019/04/06,0,0,5,1
CRam-2019-04-06_09-00.flac,2019 Creed Rd AM,06,04,19,09:00:00,2019/04/06,0,0,1,1
CRam-2019-04-06_08-00.flac,2019 Creed Rd AM,06,04,19,08:00:00,2019/04/06,1,0,4,1
CRam-2019-04-06_07-00.flac,2019 Creed Rd AM,06,04,19,07:00:00,2019/04/06,0,0,2,1
CRam-2019-04-05_19-00.flac,2019 Creed Rd AM,05,04,19,19:00:00,2019/04/05,0,0,5,1
CRam-2019-04-05_18-00.flac,2019 Creed Rd AM,05,04,19,18:00:00,2019/04/05,0,0,5,0
CRam-2019-04-05_17-00.flac,2019 Creed Rd AM,05,04,19,17:00:00,2019/04/05,0,0,1,1
CRam-2019-04-05_16-00.flac,2019 Creed Rd AM,05,04,19,16:00:00,2019/04/05,0,0,1,0
CRam-2019-04-05_15-00.flac,2019 Creed Rd AM,05,04,19,15:00:00,2019/04/05,0,0,0,0
CRam-2019-04-05_14-00.flac,2019 Creed Rd AM,05,04,19,14:00:00,2019/04/05,0,0,1,0
CRam-2019-04-05_13-00.flac,2019 Creed Rd AM,05,04,19,13:00:00,2019/04/05,0,0,1,1
CRam-2019-04-05_12-00.flac,2019 Creed Rd AM,05,04,19,12:00:00,2019/04/05,0,0,1,0
CRam-2019-04-05_11-00.flac,2019 Creed Rd AM,05,04,19,11:00:00,2019/04/05,0,0,1,1
CRam-2019-04-05_10-00.flac,2019 Creed Rd AM,05,04,19,10:00:00,2019/04/05,0,0,1,0
CRam-2019-04-05_09-00.flac,2019 Creed Rd AM,05,04,19,09:00:00,2019/04/05,0,0,1,1
CRam-2019-04-05_08-00.flac,2019 Creed Rd AM,05,04,19,08:00:00,2019/04/05,0,0,1,1
CRam-2019-04-05_07-00.flac,2019 Creed Rd AM,05,04,19,07:00:00,2019/04/05,1,0,2,1
CRam-2019-04-04_19-00.flac,2019 Creed Rd AM,04,04,19,19:00:00,2019/04/04,0,0,5,0
CRam-2019-04-04_18-00.flac,2019 Creed Rd AM,04,04,19,18:00:00,2019/04/04,0,0,6,0
CRam-2019-04-04_17-00.flac,2019 Creed Rd AM,04,04,19,17:00:00,2019/04/04,0,0,4,0
CRam-2019-04-04_16-00.flac,2019 Creed Rd AM,04,04,19,16:00:00,2019/04/04,0,0,5,0
CRam-2019-04-04_15-00.flac,2019 Creed Rd AM,04,04,19,15:00:00,2019/04/04,0,0,1,0
CRam-2019-04-04_14-00.flac,2019 Creed Rd AM,04,04,19,14:00:00,2019/04/04,0,0,0,0
CRam-2019-04-04_13-00.flac,2019 Creed Rd AM,04,04,19,13:00:00,2019/04/04,0,0,0,0
CRam-2019-04-04_12-00.flac,2019 Creed Rd AM,04,04,19,12:00:00,2019/04/04,0,0,3,0
CRam-2019-04-04_11-00.flac,2019 Creed Rd AM,04,04,19,11:00:00,2019/04/04,0,0,1,0
CRam-2019-04-04_10-00.flac,2019 Creed Rd AM,04,04,19,10:00:00,2019/04/04,0,0,1,0
