id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
603375078,SRam-2023-05-18_15-20.WAV,2023 Sedgwick,2023,5,18,16,20,Agelaius tricolor,Alternative Song 2,42.8053,43.2107,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/18/dlwixoerw866/3a686a8c-d0ee-497e-af49-f35eeae0643a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=UahYqq8hI8twcABiojg0HepRSTc%3D,0.244606,48466
603375079,SRam-2023-05-18_14-00.WAV,2023 Sedgwick,2023,5,18,15,0,Agelaius tricolor,Alternative Song 2,31.0773,31.4827,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/18/dlwixoerw866/70f43e79-9cd1-40ad-9326-e43242950347.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=4B8sRu3tMKh5EVbE3XuFxgJW%2Bgw%3D,0.232198,48466
603375080,SRam-2023-05-17_17-00.WAV,2023 Sedgwick,2023,5,17,18,0,Agelaius tricolor,Alternative Song 2,2.784,3.18933,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/18/dlwixoerw866/4ae6f207-3d5f-4f67-b1af-24391c51e1e2.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=nHdqIgH%2B3v1sh%2BXwyvzO0DnRiFE%3D,0.247481,48466
603375081,SRam-2023-05-17_15-20.WAV,2023 Sedgwick,2023,5,17,16,20,Agelaius tricolor,Alternative Song 2,4.35733,4.76267,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/17/dlwixoerw866/677eb3e8-178b-40cc-aa91-55e86de91cf2.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=PLNvnFNwpB%2B4TTlUt1XQa1IpcOk%3D,0.228389,48466
603375082,SRam-2023-05-17_13-40.WAV,2023 Sedgwick,2023,5,17,14,40,Agelaius tricolor,Alternative Song 2,43.4027,43.808,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/17/dlwixoerw866/6de91934-6441-41e0-80ed-069d70dc22ba.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=q4SqlDuWYKzFZoHYEjuR1lkiqPM%3D,0.247072,48466
603375083,SRam-2023-05-18_16-00.WAV,2023 Sedgwick,2023,5,18,17,0,Agelaius tricolor,Alternative Song 2,26.48,26.8853,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/19/dlwixoerw866/bfe4e655-7b6c-469c-8feb-ed4971465469.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=F%2B7EzRrs4NWiZZFBz0ddS8L88UM%3D,0.243273,48466
603375084,SRam-2023-05-18_13-00.WAV,2023 Sedgwick,2023,5,18,14,0,Agelaius tricolor,Alternative Song 2,22.88,23.2853,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/18/dlwixoerw866/b6ad1d76-eb6f-4e74-8961-db602dd9b40a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=Ob%2BxTmTVK2J6FnKJhv9Qku%2BDmMo%3D,0.246072,48466
603375085,SRam-2023-05-17_14-00.WAV,2023 Sedgwick,2023,5,17,15,0,Agelaius tricolor,Alternative Song 2,24.0267,24.432,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/17/dlwixoerw866/ba19362a-3cf8-44c2-bfc1-2b4bbda01371.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=XTz3%2FpI8vzruFNYbm1n8Ts80w0U%3D,0.269095,48466
603375086,SRam-2023-05-17_14-40.WAV,2023 Sedgwick,2023,5,17,15,40,Agelaius tricolor,Alternative Song 2,34.512,34.9173,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/17/dlwixoerw866/f3b8f1fb-bea6-4ac3-b9a6-59bd02c1fe40.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=tAYG8ERZFYS%2F0%2F0cOSqPF%2BPkXaI%3D,0.244099,48466
603375087,SRam-2023-05-17_14-20.WAV,2023 Sedgwick,2023,5,17,15,20,Agelaius tricolor,Alternative Song 2,54.048,54.4533,656,7406,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/05/17/dlwixoerw866/81e121ec-6e06-4108-8a68-741eb9405b41.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1742932920&Signature=EHXobGj5L1zLE%2BCbbdyMDgn2zJU%3D,0.301233,48466
