filename,site,day,month,year,hour,date,val<Agelaius tricolor/Alternative Song 2>,val<Agelaius tricolor/Alternative Song>,val<Agelaius tricolor/Common Song>,val<Agelaius tricolor/Courtship Song>
RRam-2020-03-18_07-00.flac,2020 Rush Ranch,18,03,20,07:00:00,2020/03/18,0,0,0,0
RRam-2020-03-18_09-00.flac,2020 Rush Ranch,18,03,20,09:00:00,2020/03/18,0,0,1,0
RRam-2020-03-18_11-00.flac,2020 Rush Ranch,18,03,20,11:00:00,2020/03/18,0,0,0,0
RRam-2020-03-21_07-00.flac,2020 Rush Ranch,21,03,20,07:00:00,2020/03/21,0,0,0,0
RRam-2020-03-21_09-00.flac,2020 Rush Ranch,21,03,20,09:00:00,2020/03/21,0,0,0,0
RRam-2020-03-21_11-00.flac,2020 Rush Ranch,21,03,20,11:00:00,2020/03/21,0,0,0,0
RRam-2020-03-24_07-00.flac,2020 Rush Ranch,24,03,20,07:00:00,2020/03/24,0,0,0,0
RRam-2020-03-24_09-00.flac,2020 Rush Ranch,24,03,20,09:00:00,2020/03/24,0,0,0,0
RRam-2020-03-24_11-00.flac,2020 Rush Ranch,24,03,20,11:00:00,2020/03/24,0,0,0,0
RRam-2020-03-27_07-00.flac,2020 Rush Ranch,27,03,20,07:00:00,2020/03/27,0,0,0,0
RRam-2020-03-27_09-00.flac,2020 Rush Ranch,27,03,20,09:00:00,2020/03/27,0,0,0,0
RRam-2020-03-27_11-00.flac,2020 Rush Ranch,27,03,20,11:00:00,2020/03/27,0,0,0,0
RRam-2020-03-30_07-00.flac,2020 Rush Ranch,30,03,20,07:00:00,2020/03/30,0,0,0,0
RRam-2020-03-30_09-00.flac,2020 Rush Ranch,30,03,20,09:00:00,2020/03/30,0,0,0,0
RRam-2020-03-30_11-00.flac,2020 Rush Ranch,30,03,20,11:00:00,2020/03/30,0,0,0,0
RRam-2020-04-02_07-00.flac,2020 Rush Ranch,02,04,20,07:00:00,2020/04/02,0,0,0,0
RRam-2020-04-02_09-00.flac,2020 Rush Ranch,02,04,20,09:00:00,2020/04/02,0,0,1,0
RRam-2020-04-02_11-00.flac,2020 Rush Ranch,02,04,20,11:00:00,2020/04/02,0,0,0,0
RRam-2020-04-05_07-00.flac,2020 Rush Ranch,05,04,20,07:00:00,2020/04/05,0,0,0,0
RRam-2020-04-05_09-00.flac,2020 Rush Ranch,05,04,20,09:00:00,2020/04/05,0,0,0,0
RRam-2020-04-05_11-00.flac,2020 Rush Ranch,05,04,20,11:00:00,2020/04/05,0,0,0,0
RRam-2020-04-08_07-00.flac,2020 Rush Ranch,08,04,20,07:00:00,2020/04/08,0,0,0,0
RRam-2020-04-08_09-00.flac,2020 Rush Ranch,08,04,20,09:00:00,2020/04/08,0,0,0,0
RRam-2020-04-08_11-00.flac,2020 Rush Ranch,08,04,20,11:00:00,2020/04/08,0,0,0,0
RRam-2020-04-11_07-00.flac,2020 Rush Ranch,11,04,20,07:00:00,2020/04/11,0,0,0,0
RRam-2020-04-11_09-00.flac,2020 Rush Ranch,11,04,20,09:00:00,2020/04/11,0,0,0,0
RRam-2020-04-14_07-00.flac,2020 Rush Ranch,14,04,20,07:00:00,2020/04/14,0,0,0,0
RRam-2020-04-14_09-00.flac,2020 Rush Ranch,14,04,20,09:00:00,2020/04/14,0,0,0,0
RRam-2020-04-14_11-00.flac,2020 Rush Ranch,14,04,20,11:00:00,2020/04/14,0,0,0,0
RRam-2020-04-17_07-00.flac,2020 Rush Ranch,17,04,20,07:00:00,2020/04/17,0,0,0,0
RRam-2020-04-17_09-00.flac,2020 Rush Ranch,17,04,20,09:00:00,2020/04/17,0,0,0,0
RRam-2020-04-17_11-00.flac,2020 Rush Ranch,17,04,20,11:00:00,2020/04/17,0,0,0,0
RRam-2020-04-20_07-00.flac,2020 Rush Ranch,20,04,20,07:00:00,2020/04/20,0,0,0,0
RRam-2020-04-20_09-00.flac,2020 Rush Ranch,20,04,20,09:00:00,2020/04/20,0,0,0,0
RRam-2020-04-20_11-00.flac,2020 Rush Ranch,20,04,20,11:00:00,2020/04/20,0,0,0,0
RRam-2020-04-23_07-00.flac,2020 Rush Ranch,23,04,20,07:00:00,2020/04/23,0,0,0,0
RRam-2020-04-23_09-00.flac,2020 Rush Ranch,23,04,20,09:00:00,2020/04/23,0,0,0,0
RRam-2020-04-23_11-00.flac,2020 Rush Ranch,23,04,20,11:00:00,2020/04/23,0,0,0,0
RRam-2020-04-26_07-00.flac,2020 Rush Ranch,26,04,20,07:00:00,2020/04/26,0,0,0,0
RRam-2020-04-26_09-00.flac,2020 Rush Ranch,26,04,20,09:00:00,2020/04/26,0,0,0,0
