recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
RCR1am-2022-04-29_14-40.WAV,2022 Baja 1,2022,4,29,14,40,Agelaius tricolor,Simple Call 2,20.19199944,20.58666611,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/29/r9c4znvd3eqe/71f1d470-63aa-40dc-9d9e-76fee2da70ec.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=94bfd5dd66f2e7fa37552a8d4efe074d0837f36446d5dec4557515e32a5e424e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D71f1d470-63aa-40dc-9d9e-76fee2da70ec.flac&x-id=GetObject,0.549268007,34485
RCR1am-2022-04-29_15-20.WAV,2022 Baja 1,2022,4,29,15,20,Agelaius tricolor,Simple Call 2,27.61066628,28.00533295,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/29/r9c4znvd3eqe/dc95a75f-aecf-494f-84f5-99a6ce6339fb.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=ccd3b4eaf9b718edfefb070b9eeb777677e1e498874db82eb4124d41ba28e1a9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Ddc95a75f-aecf-494f-84f5-99a6ce6339fb.flac&x-id=GetObject,0.549248695,34485
RCR1am-2022-04-29_16-20.WAV,2022 Baja 1,2022,4,29,16,20,Agelaius tricolor,Simple Call 2,58.77866745,59.17333221,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/29/r9c4znvd3eqe/f76df085-4253-4720-be97-0be16898cdef.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=3e2ee46cd0473d9e1f910380aef1187b4125b5a12af9663be4f1eaf62bc75c96&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Df76df085-4253-4720-be97-0be16898cdef.flac&x-id=GetObject,0.535635114,34485
RCR1am-2022-04-30_07-40.WAV,2022 Baja 1,2022,4,30,7,40,Agelaius tricolor,Simple Call 2,10.85866642,11.25333309,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/3c2120c1-6a1e-402e-9f69-83f80e90beb1.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=17a189a47bf481bd246cd4848693403c6f7713a8f296ebb34d4ad5d88ba83cdf&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D3c2120c1-6a1e-402e-9f69-83f80e90beb1.flac&x-id=GetObject,0.51431489,34485
RCR1am-2022-04-30_08-00.WAV,2022 Baja 1,2022,4,30,8,0,Agelaius tricolor,Simple Call 2,47.8453331,48.24000168,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/3998b77c-002b-450d-bd5d-6ad0813e35a6.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=79f451d2b466dfd05228aa79fea862e41dabbda8702273e9e10e93c8e2237f12&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D3998b77c-002b-450d-bd5d-6ad0813e35a6.flac&x-id=GetObject,0.493202835,34485
RCR1am-2022-04-30_08-20.WAV,2022 Baja 1,2022,4,30,8,20,Agelaius tricolor,Simple Call 2,52.7519989,53.14666748,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/f8f6cf85-d852-4c31-b244-a2990d08b6be.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=7704bb0027f532af3c89f17899e34cce5b1aa2240fad59b7a49063d6ddaba26c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Df8f6cf85-d852-4c31-b244-a2990d08b6be.flac&x-id=GetObject,0.528693616,34485
RCR1am-2022-04-30_08-40.WAV,2022 Baja 1,2022,4,30,8,40,Agelaius tricolor,Simple Call 2,47.39199829,47.78666687,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/006f15c4-688f-472d-a5a6-667d9fc493d1.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=f01af620980311321e914ad434c7a6cfc4b2c8332867ec09945a713e031efd5e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D006f15c4-688f-472d-a5a6-667d9fc493d1.flac&x-id=GetObject,0.424091727,34485
RCR1am-2022-04-30_09-00.WAV,2022 Baja 1,2022,4,30,9,0,Agelaius tricolor,Simple Call 2,33.27466583,33.66933441,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/a17e4733-13e4-40f1-8858-e2cc1a6d67c3.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=fc417adf9534a1ee10c90f34990034e48b16c3f66c71946e1dfa2b4a8d8919a3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Da17e4733-13e4-40f1-8858-e2cc1a6d67c3.flac&x-id=GetObject,0.488618165,34485
RCR1am-2022-04-30_09-40.WAV,2022 Baja 1,2022,4,30,9,40,Agelaius tricolor,Simple Call 2,56.1546669,56.54933167,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/cf1d0691-d6f5-442a-b6f7-f531b7d3b922.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=2328768827e09db20f7084f1a98cf00511ff5cd7eca3d88ae333ef2f3cccaede&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dcf1d0691-d6f5-442a-b6f7-f531b7d3b922.flac&x-id=GetObject,0.524324179,34485
RCR1am-2022-04-30_10-20.WAV,2022 Baja 1,2022,4,30,10,20,Agelaius tricolor,Simple Call 2,11.68000031,12.07466698,375,21656,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/04/30/r9c4znvd3eqe/ecdf59f3-7356-477d-9783-3463129ef52e.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T002031Z&X-Amz-Expires=604800&X-Amz-Signature=5ca5f846ee38ab839d3e660c18f165f8d177f738e5f25853844dcf7a67f7829e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Decdf59f3-7356-477d-9783-3463129ef52e.flac&x-id=GetObject,0.522302389,34485
