filename,site,day,month,year,hour,date,val<Agelaius tricolor/Alternative Song 2>,val<Agelaius tricolor/Alternative Song>,val<Agelaius tricolor/Common Song>,val<Agelaius tricolor/Courtship Song>
CRam-2020-02-12_11-00.flac,2020 Creed Rd AM,12,02,20,11:00:00,2020/02/12,0,0,0,0
CRam-2020-02-15_07-00.flac,2020 Creed Rd AM,15,02,20,07:00:00,2020/02/15,0,0,0,0
CRam-2020-02-15_09-00.flac,2020 Creed Rd AM,15,02,20,09:00:00,2020/02/15,0,0,0,0
CRam-2020-02-15_11-00.flac,2020 Creed Rd AM,15,02,20,11:00:00,2020/02/15,0,0,0,0
CRam-2020-02-18_07-00.flac,2020 Creed Rd AM,18,02,20,07:00:00,2020/02/18,0,0,0,0
CRam-2020-02-18_09-00.flac,2020 Creed Rd AM,18,02,20,09:00:00,2020/02/18,0,0,0,0
CRam-2020-02-18_11-00.flac,2020 Creed Rd AM,18,02,20,11:00:00,2020/02/18,0,0,0,0
CRam-2020-02-21_07-00.flac,2020 Creed Rd AM,21,02,20,07:00:00,2020/02/21,0,0,0,0
CRam-2020-02-21_09-00.flac,2020 Creed Rd AM,21,02,20,09:00:00,2020/02/21,0,0,0,0
CRam-2020-02-21_11-00.flac,2020 Creed Rd AM,21,02,20,11:00:00,2020/02/21,0,0,0,0
CRam-2020-02-24_07-00.flac,2020 Creed Rd AM,24,02,20,07:00:00,2020/02/24,0,0,1,0
CRam-2020-02-24_09-00.flac,2020 Creed Rd AM,24,02,20,09:00:00,2020/02/24,0,0,0,0
CRam-2020-02-24_11-00.flac,2020 Creed Rd AM,24,02,20,11:00:00,2020/02/24,0,0,0,0
CRam-2020-02-27_07-00.flac,2020 Creed Rd AM,27,02,20,07:00:00,2020/02/27,0,0,1,0
CRam-2020-02-27_09-00.flac,2020 Creed Rd AM,27,02,20,09:00:00,2020/02/27,0,0,0,0
CRam-2020-02-27_11-00.flac,2020 Creed Rd AM,27,02,20,11:00:00,2020/02/27,0,0,0,0
CRam-2020-03-01_07-00.flac,2020 Creed Rd AM,01,03,20,07:00:00,2020/03/01,0,0,1,0
CRam-2020-03-01_09-00.flac,2020 Creed Rd AM,01,03,20,09:00:00,2020/03/01,0,0,0,0
CRam-2020-03-01_11-00.flac,2020 Creed Rd AM,01,03,20,11:00:00,2020/03/01,0,0,0,0
CRam-2020-03-04_07-00.flac,2020 Creed Rd AM,04,03,20,07:00:00,2020/03/04,0,0,1,0
CRam-2020-03-04_09-00.flac,2020 Creed Rd AM,04,03,20,09:00:00,2020/03/04,0,0,0,0
CRam-2020-03-07_07-00.flac,2020 Creed Rd AM,07,03,20,07:00:00,2020/03/07,0,0,1,0
CRam-2020-03-07_09-00.flac,2020 Creed Rd AM,07,03,20,09:00:00,2020/03/07,0,0,0,0
CRam-2020-03-07_11-00.flac,2020 Creed Rd AM,07,03,20,11:00:00,2020/03/07,0,0,0,0
CRam-2020-03-10_07-00.flac,2020 Creed Rd AM,10,03,20,07:00:00,2020/03/10,0,0,0,0
CRam-2020-03-10_09-00.flac,2020 Creed Rd AM,10,03,20,09:00:00,2020/03/10,0,0,0,0
CRam-2020-03-10_11-00.flac,2020 Creed Rd AM,10,03,20,11:00:00,2020/03/10,0,0,0,0
CRam-2020-03-13_07-00.flac,2020 Creed Rd AM,13,03,20,07:00:00,2020/03/13,0,0,0,0
CRam-2020-03-13_09-00.flac,2020 Creed Rd AM,13,03,20,09:00:00,2020/03/13,0,0,0,0
CRam-2020-03-13_11-00.flac,2020 Creed Rd AM,13,03,20,11:00:00,2020/03/13,0,0,0,0
CRam-2020-03-16_07-00.flac,2020 Creed Rd AM,16,03,20,07:00:00,2020/03/16,0,0,0,0
CRam-2020-03-16_09-00.flac,2020 Creed Rd AM,16,03,20,09:00:00,2020/03/16,0,0,0,0
CRam-2020-03-16_11-00.flac,2020 Creed Rd AM,16,03,20,11:00:00,2020/03/16,0,0,0,0
CRam-2020-03-19_07-00.flac,2020 Creed Rd AM,19,03,20,07:00:00,2020/03/19,0,0,0,0
CRam-2020-03-19_09-00.flac,2020 Creed Rd AM,19,03,20,09:00:00,2020/03/19,0,0,0,0
CRam-2020-03-19_11-00.flac,2020 Creed Rd AM,19,03,20,11:00:00,2020/03/19,0,0,0,0
