recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
ConAam-2022-05-05_20-50.WAV,2022 Conaway North A,2022,5,5,20,50,Pseudacris regilla,Common Song,56.25600052,56.71466827,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/30d88d5f-48e7-4405-bd05-efe575fc5cd9.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=c86945b259f6ee852417f54d8c2f37277c25de3923425ad92d7321514cedc3c6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D30d88d5f-48e7-4405-bd05-efe575fc5cd9.flac&x-id=GetObject,0.235729411,34113
ConAam-2022-05-06_01-30.WAV,2022 Conaway North A,2022,5,6,1,30,Pseudacris regilla,Common Song,15.73866653,16.19733238,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/2aa8c64e-e251-41b3-b683-bb9ed16775f6.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001927Z&X-Amz-Expires=604800&X-Amz-Signature=9d8a5173be09ad6e23aa8e7234e306a8f2a5dd9b3b15ed1d084b04ea41bd431c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D2aa8c64e-e251-41b3-b683-bb9ed16775f6.flac&x-id=GetObject,0.267171651,34113
ConAam-2022-05-06_01-40.WAV,2022 Conaway North A,2022,5,6,1,40,Pseudacris regilla,Common Song,45.91466522,46.37333298,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/7061760c-8666-4291-bb85-33617ec9f19b.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=9c153c3bac3d896a0330df7f5de064d4f665a1d49add9892ac7e83ed0fc042ad&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7061760c-8666-4291-bb85-33617ec9f19b.flac&x-id=GetObject,0.201707706,34113
ConAam-2022-05-06_02-00.WAV,2022 Conaway North A,2022,5,6,2,0,Pseudacris regilla,Common Song,57.65866852,58.11733246,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/6d9126dc-d2d4-4f75-ab69-7202577a3306.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=728bd098c9d2192f40203b083b10783f19f98001d45b87b43ceeea2b7a2b5eaf&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6d9126dc-d2d4-4f75-ab69-7202577a3306.flac&x-id=GetObject,0.273951858,34113
ConAam-2022-05-06_02-20.WAV,2022 Conaway North A,2022,5,6,2,20,Pseudacris regilla,Common Song,41.02399826,41.48266602,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/8d048177-6650-4d05-b706-33e23452c26d.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=0a621b05c1ac3ed426d6e9ad12448e19c446e73b2bfc7193e0ac597916785c9c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D8d048177-6650-4d05-b706-33e23452c26d.flac&x-id=GetObject,0.221352354,34113
ConAam-2022-05-06_02-30.WAV,2022 Conaway North A,2022,5,6,2,30,Pseudacris regilla,Common Song,23.42933273,23.88800049,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/a53989b2-9cea-41d8-a5d9-cda012544c02.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=9a034b0ddb0592c994fb10dd2897435b3bf2a546ca9623cc2ee9ce51b6f1f1a0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Da53989b2-9cea-41d8-a5d9-cda012544c02.flac&x-id=GetObject,0.222098529,34113
ConAam-2022-05-06_02-50.WAV,2022 Conaway North A,2022,5,6,2,50,Pseudacris regilla,Common Song,13.39733315,13.85599995,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/573e3b42-a4c8-4bca-b43b-90d8f6015521.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=e5b944a50f99df8e24ba01e8387f6e33257b67fecaf0f6b77e49ce507ce2ac6f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D573e3b42-a4c8-4bca-b43b-90d8f6015521.flac&x-id=GetObject,0.212275639,34113
ConAam-2022-05-06_03-00.WAV,2022 Conaway North A,2022,5,6,3,0,Pseudacris regilla,Common Song,19.16266632,19.62133408,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/45732c98-a874-42bd-8caf-9d2159c25d4b.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=5b09abf6ac90d9d86b8e29c9943df948746135c524d3f50b91c2046e428469a4&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D45732c98-a874-42bd-8caf-9d2159c25d4b.flac&x-id=GetObject,0.246012658,34113
ConAam-2022-05-06_03-30.WAV,2022 Conaway North A,2022,5,6,3,30,Pseudacris regilla,Common Song,56.81066513,57.26933289,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/06/82sjidqz9yro/dacdffd0-f9a7-48f5-a0d6-0998c6d96553.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001927Z&X-Amz-Expires=604800&X-Amz-Signature=c78df43531291eadc2df4adb21412e7352f61a0c283259eed2816dca3f034daa&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Ddacdffd0-f9a7-48f5-a0d6-0998c6d96553.flac&x-id=GetObject,0.209690973,34113
ConAam-2022-05-07_01-10.WAV,2022 Conaway North A,2022,5,7,1,10,Pseudacris regilla,Common Song,25.14133263,25.60000038,656,4031,24000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2022/05/07/82sjidqz9yro/7c3acc36-cdf9-49df-af86-e732cbd2e59f.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20260223%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260223T001928Z&X-Amz-Expires=604800&X-Amz-Signature=14073f3b4556e641fd6c49ee10a6745896bc82b60746a378d47c1922b8a6b62e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7c3acc36-cdf9-49df-af86-e732cbd2e59f.flac&x-id=GetObject,0.203750774,34113
