id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
603322753,PRP.Wam-2023-04-12_15-20.WAV,2023 Peterson Ranch Pond - West,2023,4,12,16,20,Agelaius tricolor,Alternative Song 2,36.86933333333333,37.27466666666667,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/12/e0saxtl8hq98/1ab8c81b-7f10-4be5-89e0-fd2f80e88b44.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=uJkHqF6DFXDT8ztzJkCxenEWic4%3D,0.26686510513093864,48461
603322754,PRP.Wam-2023-04-07_09-20.WAV,2023 Peterson Ranch Pond - West,2023,4,7,10,20,Agelaius tricolor,Alternative Song 2,41.488,41.89333333333333,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/07/e0saxtl8hq98/68c2dfd0-0775-49ad-9580-f3cc2d2e265e.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=3AtbejYnJ0hhCt7pz6nWhIA1ca4%3D,0.21327436021441884,48461
603322755,PRP.Wam-2023-04-06_19-20.WAV,2023 Peterson Ranch Pond - West,2023,4,6,20,20,Agelaius tricolor,Alternative Song 2,49.589333333333336,49.99466666666667,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/07/e0saxtl8hq98/7dc187eb-a108-41eb-9c3e-fa4af4c408b2.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=dIlWtecHv89Erc8YqoJO7A7okbU%3D,0.30279612517529214,48461
603322756,PRP.Wam-2023-04-07_16-20.WAV,2023 Peterson Ranch Pond - West,2023,4,7,17,20,Agelaius tricolor,Alternative Song 2,33.370666666666665,33.776,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/08/e0saxtl8hq98/2cd6fb4a-8d47-4620-83df-a6d908d398b6.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=CeCnmFa0rBaJh1yb1sMPk9Nkl7Q%3D,0.2559560043702543,48461
603322757,PRP.Wam-2023-04-08_14-20.WAV,2023 Peterson Ranch Pond - West,2023,4,8,15,20,Agelaius tricolor,Alternative Song 2,3.8773333333333335,4.282666666666667,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/08/e0saxtl8hq98/de7ce252-df2d-4c6c-94fd-52f7001a0c97.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=PAW1RKaLVBberw2ak0YQrSS4Ncw%3D,0.23027802681866774,48461
603322758,PRP.Wam-2023-04-11_17-40.WAV,2023 Peterson Ranch Pond - West,2023,4,11,18,40,Agelaius tricolor,Alternative Song 2,2.7733333333333334,3.1786666666666665,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/12/e0saxtl8hq98/91b52d46-71d3-45bf-8fdb-8390f85901ad.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=0C507L5iV3yEuzltjWluc1ee2VM%3D,0.2725443244265134,48461
603322759,PRP.Wam-2023-04-11_17-20.WAV,2023 Peterson Ranch Pond - West,2023,4,11,18,20,Agelaius tricolor,Alternative Song 2,26.213333333333335,26.618666666666666,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/12/e0saxtl8hq98/ca9a45bc-8f8e-47b7-803e-3c5c11260df1.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=xIOYSFL57VApSKypcMCrydQFZuU%3D,0.22376727684459333,48461
603322760,PRP.Wam-2023-04-11_06-00.WAV,2023 Peterson Ranch Pond - West,2023,4,11,7,0,Agelaius tricolor,Alternative Song 2,36.72,37.12533333333333,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/11/e0saxtl8hq98/625a3c17-623e-4553-a36b-57b797a741ab.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=FFt0T%2B%2Bmn4IRaG6uOQoRa3J6%2BNg%3D,0.24941177581662174,48461
603322761,PRP.Wam-2023-04-06_15-00.WAV,2023 Peterson Ranch Pond - West,2023,4,6,16,0,Agelaius tricolor,Alternative Song 2,16.165333333333333,16.570666666666668,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/06/e0saxtl8hq98/80073667-352d-4120-a351-5aaa5caee572.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=lSOBMW6vuE8wFW8xtzrxDIOzO%2Fo%3D,0.20984530824257533,48461
603322762,PRP.Wam-2023-04-06_10-00.WAV,2023 Peterson Ranch Pond - West,2023,4,6,11,0,Agelaius tricolor,Alternative Song 2,38.37866666666667,38.784,656.25,7406.25,24000,(not validated),https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/04/06/e0saxtl8hq98/49d0e096-5869-4ddc-9a66-9c03d6bc63aa.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1720623735&Signature=XyBktP5tLh2s%2BHejZ20XMkHc7ss%3D,0.20640892018735416,48461
