filename,site,day,month,year,hour,date,val<Agelaius tricolor/Alternative Song 2>,val<Agelaius tricolor/Alternative Song>,val<Agelaius tricolor/Common Song>,val<Agelaius tricolor/Courtship Song>
HLam-2020-02-13_07-00.flac,2020 Hay Landfill AM,13,02,20,07:00:00,2020/02/13,0,0,1,1
HLam-2020-02-13_09-00.flac,2020 Hay Landfill AM,13,02,20,09:00:00,2020/02/13,0,0,0,0
HLam-2020-02-13_11-00.flac,2020 Hay Landfill AM,13,02,20,11:00:00,2020/02/13,0,0,0,0
HLam-2020-02-16_07-00.flac,2020 Hay Landfill AM,16,02,20,07:00:00,2020/02/16,0,0,0,0
HLam-2020-02-16_09-00.flac,2020 Hay Landfill AM,16,02,20,09:00:00,2020/02/16,0,0,0,0
HLam-2020-02-16_11-00.flac,2020 Hay Landfill AM,16,02,20,11:00:00,2020/02/16,0,0,0,0
HLam-2020-02-19_07-00.flac,2020 Hay Landfill AM,19,02,20,07:00:00,2020/02/19,0,0,1,1
HLam-2020-02-19_09-00.flac,2020 Hay Landfill AM,19,02,20,09:00:00,2020/02/19,0,0,0,0
HLam-2020-02-19_11-00.flac,2020 Hay Landfill AM,19,02,20,11:00:00,2020/02/19,0,0,0,0
HLam-2020-02-22_07-00.flac,2020 Hay Landfill AM,22,02,20,07:00:00,2020/02/22,0,0,1,1
HLam-2020-02-22_09-00.flac,2020 Hay Landfill AM,22,02,20,09:00:00,2020/02/22,0,0,0,0
HLam-2020-02-22_11-00.flac,2020 Hay Landfill AM,22,02,20,11:00:00,2020/02/22,0,0,1,0
HLam-2020-02-25_07-00.flac,2020 Hay Landfill AM,25,02,20,07:00:00,2020/02/25,0,0,0,0
HLam-2020-02-25_09-00.flac,2020 Hay Landfill AM,25,02,20,09:00:00,2020/02/25,0,0,0,0
HLam-2020-02-25_11-00.flac,2020 Hay Landfill AM,25,02,20,11:00:00,2020/02/25,0,0,0,0
HLam-2020-02-28_07-00.flac,2020 Hay Landfill AM,28,02,20,07:00:00,2020/02/28,0,0,0,0
HLam-2020-02-28_09-00.flac,2020 Hay Landfill AM,28,02,20,09:00:00,2020/02/28,0,0,0,0
HLam-2020-02-28_11-00.flac,2020 Hay Landfill AM,28,02,20,11:00:00,2020/02/28,0,0,0,0
HLam-2020-03-02_07-00.flac,2020 Hay Landfill AM,02,03,20,07:00:00,2020/03/02,0,0,0,0
HLam-2020-03-02_09-00.flac,2020 Hay Landfill AM,02,03,20,09:00:00,2020/03/02,0,0,0,0
HLam-2020-03-02_11-00.flac,2020 Hay Landfill AM,02,03,20,11:00:00,2020/03/02,0,0,0,0
HLam-2020-03-05_07-00.flac,2020 Hay Landfill AM,05,03,20,07:00:00,2020/03/05,0,0,0,0
HLam-2020-03-05_09-00.flac,2020 Hay Landfill AM,05,03,20,09:00:00,2020/03/05,0,0,0,0
HLam-2020-03-05_11-00.flac,2020 Hay Landfill AM,05,03,20,11:00:00,2020/03/05,0,0,0,0
HLam-2020-03-08_07-00.flac,2020 Hay Landfill AM,08,03,20,07:00:00,2020/03/08,0,0,1,0
HLam-2020-03-08_09-00.flac,2020 Hay Landfill AM,08,03,20,09:00:00,2020/03/08,0,0,1,0
HLam-2020-03-08_11-00.flac,2020 Hay Landfill AM,08,03,20,11:00:00,2020/03/08,0,0,1,1
HLam-2020-03-11_07-00.flac,2020 Hay Landfill AM,11,03,20,07:00:00,2020/03/11,0,0,1,1
HLam-2020-03-11_09-00.flac,2020 Hay Landfill AM,11,03,20,09:00:00,2020/03/11,0,0,1,0
HLam-2020-03-11_11-00.flac,2020 Hay Landfill AM,11,03,20,11:00:00,2020/03/11,0,0,1,1
HLam-2020-03-14_07-00.flac,2020 Hay Landfill AM,14,03,20,07:00:00,2020/03/14,0,0,1,1
HLam-2020-03-14_09-00.flac,2020 Hay Landfill AM,14,03,20,09:00:00,2020/03/14,0,0,0,0
HLam-2020-03-14_11-00.flac,2020 Hay Landfill AM,14,03,20,11:00:00,2020/03/14,0,0,0,0
HLam-2020-03-17_07-00.flac,2020 Hay Landfill AM,17,03,20,07:00:00,2020/03/17,0,0,1,1
HLam-2020-03-17_09-00.flac,2020 Hay Landfill AM,17,03,20,09:00:00,2020/03/17,0,0,1,0
HLam-2020-03-17_11-00.flac,2020 Hay Landfill AM,17,03,20,11:00:00,2020/03/17,0,0,1,0
HLam-2020-03-20_07-00.flac,2020 Hay Landfill AM,20,03,20,07:00:00,2020/03/20,0,0,1,1
HLam-2020-03-20_09-00.flac,2020 Hay Landfill AM,20,03,20,09:00:00,2020/03/20,1,0,1,1
HLam-2020-03-20_11-00.flac,2020 Hay Landfill AM,20,03,20,11:00:00,2020/03/20,0,0,1,0
HLam-2020-03-23_07-00.flac,2020 Hay Landfill AM,23,03,20,07:00:00,2020/03/23,0,0,1,1
HLam-2020-03-23_09-00.flac,2020 Hay Landfill AM,23,03,20,09:00:00,2020/03/23,0,0,1,1
HLam-2020-03-23_11-00.flac,2020 Hay Landfill AM,23,03,20,11:00:00,2020/03/23,0,0,0,0
HLam-2020-03-26_07-00.flac,2020 Hay Landfill AM,26,03,20,07:00:00,2020/03/26,0,0,1,1
HLam-2020-03-26_09-00.flac,2020 Hay Landfill AM,26,03,20,09:00:00,2020/03/26,0,0,1,0
HLam-2020-03-26_11-00.flac,2020 Hay Landfill AM,26,03,20,11:00:00,2020/03/26,0,0,1,1
HLam-2020-03-29_07-00.flac,2020 Hay Landfill AM,29,03,20,07:00:00,2020/03/29,0,0,1,1
HLam-2020-03-29_09-00.flac,2020 Hay Landfill AM,29,03,20,09:00:00,2020/03/29,0,0,1,0
HLam-2020-03-29_11-00.flac,2020 Hay Landfill AM,29,03,20,11:00:00,2020/03/29,0,0,1,0
HLam-2020-04-01_07-00.flac,2020 Hay Landfill AM,01,04,20,07:00:00,2020/04/01,0,0,1,1
